date,strategy,total_assets,asset_1_symbol,asset_1_weight,asset_1_score,asset_2_symbol,asset_2_weight,asset_2_score,asset_3_symbol,asset_3_weight,asset_3_score,asset_4_symbol,asset_4_weight,asset_4_score
2020-02-12,Custom_Risk_8,4,BTC,0.46793801897163906,0.7957457679400697,ETH,0.3084760615284322,0.5245748593190243,GNO,0.0817804352342798,0.1390706302962728,DCR,0.14180548426564896,-0.24114542824083163
2020-02-19,Custom_Risk_8,4,BTC,0.5258359105642688,0.6887137170429874,ETH,0.4009657049187468,0.5251649335721814,GNO,0.03773906834354242,0.049428754321342055,BNB,0.03545931617344189,-0.04644284833914716
2020-02-26,Custom_Risk_8,4,BTC,0.36971879536103064,0.6354681074088179,ETH,0.3382034923783257,0.5812999931768146,GNO,0.28303627382685664,0.48647925805655245,BNB,0.009041438433787116,0.015540312913119594
2020-03-04,Custom_Risk_8,4,BTC,0.43269533477073346,0.986951430526769,ETH,0.29088362639346604,0.663487650815466,GNO,0.1635434869727862,0.37303262931330483,DCR,0.11287755186301422,-0.2574667493112445
2020-03-11,Custom_Risk_8,4,BTC,0.628515076632173,0.7234829655477589,ETH,0.22090414632250932,0.25428250303808875,DCR,0.14560371963722912,0.16760427043753537,BNB,0.004977057408088735,0.0057290849291954105
2020-03-18,Custom_Risk_8,4,BTC,0.6124604713733327,1.0937720857346969,ETH,0.2087931483828898,0.3728765007181344,GNO,0.14128216656909787,0.2523109608345697,DCR,0.03746421367467955,-0.06690605034391908
2020-03-25,Custom_Risk_8,4,BTC,0.49824597503657364,0.9967760520053427,GNO,0.32650801611753416,0.6532022084670981,ETC,0.06042771836041629,-0.12088989285776995,ETH,0.11481829048547587,-0.2297020508388737
2020-04-01,Custom_Risk_8,4,BTC,0.7257106623218771,1.375072347477239,DCR,0.049527752531287134,0.0938448978006916,ETH,0.10270093622450986,-0.19459713739152787,BCH,0.12206064892232592,-0.23127980855512656
2020-04-08,Custom_Risk_8,4,BTC,0.9380987906000815,1.3240562160960998,BCH,0.020255038131979222,0.028588470014714772,BNB,0.019974409795598894,-0.02819238412597869,DCR,0.02167176147234028,-0.030588068952576708
2020-04-15,Custom_Risk_8,4,BTC,0.5476070260754927,0.6729657332951395,ETH,0.23052790095604236,0.28330056139653187,BCH,0.16881958742883324,0.2074659236256138,BNB,0.053045485539631676,-0.06518870718297481
2020-04-22,Custom_Risk_8,4,BTC,0.45255981905433923,0.8709333087222473,ETH,0.3277525344028058,0.6307466708511821,BNB,0.1507500949579876,0.29011254084885657,BCH,0.06893755158486746,-0.13266756651635078
2020-04-29,Custom_Risk_8,4,BTC,0.40784337747684535,0.4678860985709041,ETH,0.3677164987775181,0.42185173891399863,BNB,0.15307363483821365,0.1756091425135012,GNO,0.07136648890742286,0.08187306673992403
